num_tokens,num_palabras,num_oraciones,num_verbs,num_nouns,num_adjs,num_advs,num_entidades,longitud_promedio_oracion,densidad_verbos,densidad_sustantivos,densidad_entidades,modelo,benchmark,label_gold_binaria,prompt
31,29,1,6,6,1,0,1,31.0,0.1935483870967742,0.1935483870967742,0.03225806451612903,gemma-7b,halueval,0,"Spaceballs is a 1987 American comic science fiction film co-written, produced and directed by Mel Brooks, the film also features which American actor, businessman, and animal welfare advocate, best known for his role as patriarch Tom Bradford on the ABC television comedy-drama ""Eight Is Enough""?"
16,7,1,0,3,0,0,1,16.0,0.0,0.1875,0.0625,gemma-7b,halueval,0,What is the nationality of the writer and director of the film The Tree of Life?
37,30,2,3,10,1,0,2,18.5,0.08108108108108109,0.2702702702702703,0.05405405405405406,gemma-7b,halueval,0,ToryBoy The Movie and Divine Trash are both what genre of film?
21,19,2,2,3,1,1,2,10.5,0.09523809523809523,0.14285714285714285,0.09523809523809523,gemma-7b,halueval,0,The Louis DeSaussure House was used to house Navy officers during which 1939 to 1945 war?
28,21,1,1,2,0,0,3,28.0,0.03571428571428571,0.07142857142857142,0.10714285714285714,gemma-7b,halueval,0,"Who partnered with the writer of ""Brooklyn By The Sea"" to write the song ""A Teenager in Love""?"
28,25,1,1,3,2,0,7,28.0,0.03571428571428571,0.10714285714285714,0.25,gemma-7b,halueval,0,Reggio Emilia Cathedral is one of the three main religious buildings in the administrative region that has what city as its capital?
16,14,2,0,2,2,0,2,8.0,0.0,0.125,0.125,gemma-7b,halueval,0,Are Raoul Walsh and Puneet Sira both British directors?
28,26,1,5,6,1,1,0,28.0,0.17857142857142858,0.21428571428571427,0.0,gemma-7b,halueval,0,"She Is, is the first studio album, released on which date, by the South Korean singer-songwriter Kim Jong-hyun, better known by the mononym Jonghyun, is a South Korean singer-songwriter, and radio host?"
49,44,2,4,15,6,1,2,24.5,0.08163265306122448,0.30612244897959184,0.04081632653061224,gemma-7b,halueval,0,"What HBO original series featured an actor who also starred in the 2016 film ""The Pass""?"
29,27,1,5,7,1,0,1,29.0,0.1724137931034483,0.2413793103448276,0.034482758620689655,gemma-7b,halueval,0,"The American Pre-Code comedy film featuring an American actress, dancer, and singer, widely known for performing in films and RKO's musical films, was released in what year?"
33,29,2,3,5,1,1,3,16.5,0.09090909090909091,0.15151515151515152,0.09090909090909091,gemma-7b,halueval,0,"What children's novel told the story of Juana Maria, a Nicoleno Native American that was left alone on San Nicolas Island?"
14,9,1,2,0,0,0,1,14.0,0.14285714285714285,0.0,0.07142857142857142,gemma-7b,halueval,0,"What band released three EPs: ""Box"" in 2011, which was recorded with an earlier lineup, ""Faces"", featuring the current lineup, in 2012, and ""Salsa"" in 2016, The Naked and Famous or Residual Kid? "
31,22,1,1,3,0,0,5,31.0,0.03225806451612903,0.0967741935483871,0.16129032258064516,gemma-7b,halueval,0,"The Rolling Stones' US Tour 1978 was a concert tour of which country, that took place during June and July 1978, immediately following the release of the group's 1978 album ""Some Girls""?"
30,27,1,5,6,1,1,2,30.0,0.16666666666666666,0.2,0.06666666666666667,gemma-7b,halueval,0,"""Jimmy Choo"" is a song, for the upcoming album ""King Zoo"" by Willie Maxwell II, an American rapper, better known by his stage name Fetty Wap, born in which year?"
39,35,1,5,8,2,1,2,39.0,0.1282051282051282,0.20512820512820512,0.05128205128205128,gemma-7b,halueval,0,"Miracle is a song by Julian Perretta, that was a collaboration with what Belgian DJ and record producer that is best known for ""Are you with me"" and ""Reality""?"
32,27,1,5,6,3,1,2,32.0,0.15625,0.1875,0.0625,gemma-7b,halueval,0,Navarone Garibaldi is the half-brother of a singer who has been married how many times?
15,8,1,0,2,0,0,3,15.0,0.0,0.13333333333333333,0.2,gemma-7b,halueval,0,"Which band is from Glastonbury, Reef or Simple Plan?"
27,25,1,5,5,1,0,1,27.0,0.18518518518518517,0.18518518518518517,0.037037037037037035,gemma-7b,halueval,0,"Ettore or Edoardo Ettore Forti was an Italian painter, who was prolific in depicting realistic Neo-Pompeian scenes of Ancient Roman life and events, these subjects were popular in the late-Victorian period, as exemplified by the popularity of Lawrence Alma-Tadema, born in Dronrijp, in which country?"
24,18,1,1,4,2,0,3,24.0,0.041666666666666664,0.16666666666666666,0.125,gemma-7b,halueval,0,"What fine art painter, who is a resident of Indianapolis, Indiana, created the public mural, Ebb and Flow?"
29,21,2,1,0,0,0,7,14.5,0.034482758620689655,0.0,0.2413793103448276,gemma-7b,halueval,0,"Xiaogan and Datong, are in which country?"
33,28,1,3,5,1,1,5,33.0,0.09090909090909091,0.15151515151515152,0.15151515151515152,gemma-7b,halueval,0,"Modern Jive is a dance style derived from this American dance originated in Harlem, New York City in 1928, which s frequently described as what dance?"
29,27,1,5,7,1,0,0,29.0,0.1724137931034483,0.2413793103448276,0.0,gemma-7b,halueval,0,"When was the American actress born who is best known for her role as Amy MacDougall-Barone on the television sitcom which premiered on CBS on September 13, 1996? "
30,28,1,6,6,3,0,1,30.0,0.2,0.2,0.03333333333333333,gemma-7b,halueval,0,The 45-member male choir from South Australia was featured in which South Australian newspaper?
30,20,1,2,3,1,0,4,30.0,0.06666666666666667,0.1,0.13333333333333333,gemma-7b,halueval,0,"Akira Yoshizawa was given the Order of the Rising Sun, 5th class, award by Hirohito during what era in Japanese history?"
21,18,1,1,7,3,0,2,21.0,0.047619047619047616,0.3333333333333333,0.09523809523809523,gemma-7b,halueval,0,Destiny is what while Farsa is a genre of this?
21,18,1,2,3,0,0,4,21.0,0.09523809523809523,0.14285714285714285,0.19047619047619047,gemma-7b,halueval,0,What American Idol runner-up covered Like My Mother Does?
20,15,1,3,3,0,0,3,20.0,0.15,0.15,0.15,gemma-7b,halueval,0,Eric Dane co-starred in a film directed by who? 
26,20,2,0,4,2,0,6,13.0,0.0,0.15384615384615385,0.23076923076923078,gemma-7b,halueval,0,Christopher Robin appears in the stories of what fictional anthropomorphic teddy bear?
165,113,11,11,39,12,3,6,15.0,0.06666666666666667,0.23636363636363636,0.03636363636363636,gemma-7b,halueval,0,Do The Drums and Pussy Galore play music of similar genres?
12,10,1,1,0,0,0,3,12.0,0.08333333333333333,0.0,0.25,gemma-7b,halueval,0,Wheatley Hills Golf Club is located in what county?
26,22,2,2,2,3,0,3,13.0,0.07692307692307693,0.07692307692307693,0.11538461538461539,gemma-7b,halueval,0,"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?"
36,27,2,3,7,1,0,5,18.0,0.08333333333333333,0.19444444444444445,0.1388888888888889,gemma-7b,halueval,0,Which British company whose majority of its business interests are in Asia was related to the London Based Trading house Matheson & Company?
23,21,2,1,3,1,1,2,11.5,0.043478260869565216,0.13043478260869565,0.08695652173913043,gemma-7b,halueval,0,One of the musicals John Cullum won Best Leading Actor in a Musical for was a screwball comedy. What was the name of the other?
19,16,2,1,1,0,1,3,9.5,0.05263157894736842,0.05263157894736842,0.15789473684210525,gemma-7b,halueval,0,"The 2000 Belmont Stakes was the 132nd running of the Belmont Stakes and the 96th time the event took place at Belmont Park is a major Thoroughbred horse-racing facility located in Elmont, New York, just outside which city limits?"
18,16,1,2,0,0,3,3,18.0,0.1111111111111111,0.0,0.16666666666666666,gemma-7b,halueval,0,"Which movie was theatrically released first, Mary and Max or The Watercolor ?"
27,24,2,3,6,2,0,2,13.5,0.1111111111111111,0.2222222222222222,0.07407407407407407,gemma-7b,halueval,0,Are both Cissus and Ruscus considered flowering plants?
20,18,1,2,2,2,1,3,20.0,0.1,0.1,0.15,gemma-7b,halueval,0,In what year was Gerald Ford's running mate from the 1976 United States presidential election the Republican presidential nominee?
27,22,1,2,2,1,1,4,27.0,0.07407407407407407,0.07407407407407407,0.14814814814814814,gemma-7b,halueval,0,"Q: What venue, also called the ""Convent Garden,"" did Adrian Boult conduct for?"
21,16,2,3,0,0,0,4,10.5,0.14285714285714285,0.0,0.19047619047619047,gemma-7b,halueval,0,"Who was born first, Pavel Alexandrov or Grigory Margulis?"
16,14,2,1,2,1,1,2,8.0,0.0625,0.125,0.125,gemma-7b,halueval,0,"Roy Hilton played in Super Bowl V against the Cowboys, what was his position?"
50,45,2,4,15,8,1,1,25.0,0.08,0.3,0.02,gemma-7b,halueval,0,Which football team won a La Liga trophy in the season that started on 29 August 1998 and finished on 20 June 1999?
20,13,1,2,4,1,0,3,20.0,0.1,0.2,0.15,gemma-7b,halueval,0,"Which of the film played at 58th Berlin International Film Festival starred Jack Black, Mos Def, Melonie Diaz, Danny Glover, Mia Farrow and Sigourney Weaver?"
12,11,1,1,1,1,1,0,12.0,0.08333333333333333,0.08333333333333333,0.0,gemma-7b,halueval,0,"Which are more widely cultivated, Persea or Rhodohypoxis?"
31,22,2,1,7,1,0,5,15.5,0.03225806451612903,0.22580645161290322,0.16129032258064516,gemma-7b,halueval,0,At which laboratory was Carsten Olsen employed as an assistant to the Danish chemist who introduced the concept of pH?
23,20,2,1,3,3,2,6,11.5,0.043478260869565216,0.13043478260869565,0.2608695652173913,gemma-7b,halueval,0,Which publication is published more often: Modern Drummer or Bookmarks?
26,23,1,3,6,5,1,0,26.0,0.11538461538461539,0.23076923076923078,0.0,gemma-7b,halueval,0,"What year was the football team, in which Lacina Traoré is on loan from, founded?"
27,16,1,2,3,0,0,3,27.0,0.07407407407407407,0.1111111111111111,0.1111111111111111,gemma-7b,halueval,0,"What television show was written by Alex Hirsch and was produced from June 15, 2012 to February 15, 2016"
60,32,5,0,9,1,2,10,12.0,0.0,0.15,0.16666666666666666,gemma-7b,halueval,0,"Which is further from its city's business center, Sawyer International Airport or Burlington International Airport?"
16,14,1,1,2,3,0,3,16.0,0.0625,0.125,0.1875,gemma-7b,halueval,0,To The Point is hosted by which former Australian politician?
40,37,1,7,8,1,0,3,40.0,0.175,0.2,0.075,gemma-7b,halueval,0," As of September 2017, the Delta Air Lines mainline fleet comprises 852 aircraft in service, merging with Northwest Airlines in 2009, Delta Air Lines operated an all-Boeing and McDonnell Douglas fleet; it incorporated into which company's Airbus aircraft into its fleet following the merger?"
30,23,2,0,4,4,0,5,15.0,0.0,0.13333333333333333,0.16666666666666666,gemma-7b,halueval,0,"Who was one of the first significant composers of the Romantic school, William Walton or Carl Maria von Weber?"
29,27,1,6,5,1,1,1,29.0,0.20689655172413793,0.1724137931034483,0.034482758620689655,gemma-7b,halueval,0,La Barredora was a gang that declared war on the leader of the cartel based where?
47,32,2,1,9,2,1,5,23.5,0.02127659574468085,0.19148936170212766,0.10638297872340426,gemma-7b,halueval,0,"What is the name of this American television personality and musician, who is the best friend of Rob Dyrdek with whom he starred in a reality television series?"
24,19,2,2,5,2,0,3,12.0,0.08333333333333333,0.20833333333333334,0.125,gemma-7b,halueval,0,Chibuku Shake Shake is a beer based on a traditional beer style commonly found in what country?
37,31,2,3,8,1,0,4,18.5,0.08108108108108109,0.21621621621621623,0.10810810810810811,gemma-7b,halueval,0,Who was the husband of the the English novelist whose work provided the basis for a series of films which includes Frankenstein Meets the Wolf Man?
32,30,1,6,5,1,0,2,32.0,0.1875,0.15625,0.0625,gemma-7b,halueval,0,"Frank Bungarten is a classical guitarist from Germany, in 1981, he got noticed in the international guitar scene, when Andrés Segovia Torres, 1st Marquis of Salobreña, a virtuoso Spanish classical guitarist from Linares, Spain, honored him with the first prize at which event?"
29,26,1,5,7,1,0,0,29.0,0.1724137931034483,0.2413793103448276,0.0,gemma-7b,halueval,0,Innervision is a song from the studio album released on what date?
31,28,1,3,8,5,1,0,31.0,0.0967741935483871,0.25806451612903225,0.0,gemma-7b,halueval,0,are David Trainer and Ishmael Bernal both television directors ?
31,25,1,2,6,2,0,4,31.0,0.06451612903225806,0.1935483870967742,0.12903225806451613,gemma-7b,halueval,0,Which former American football nose tackle who played college football at Oklahoma will announce the 2017 ESPN College Football Friday Primetime games?
34,22,1,1,0,0,0,6,34.0,0.029411764705882353,0.0,0.17647058823529413,gemma-7b,halueval,0,"Gangwon State University, is a public college in Gangneung City, Gangwon Province, is which sovereign state in East Asia, constituting the southern part of the Korean Peninsula?"
19,17,2,1,2,1,1,2,9.5,0.05263157894736842,0.10526315789473684,0.10526315789473684,gemma-7b,halueval,0,Who directed the film for which Danny Michael was nominated for an Academy Award ? 
30,26,2,1,7,1,1,1,15.0,0.03333333333333333,0.23333333333333334,0.03333333333333333,gemma-7b,halueval,0,"When was the actor born who played as  Andrew ""Andy"" Holt?"
33,23,1,2,4,0,1,3,33.0,0.06060606060606061,0.12121212121212122,0.09090909090909091,gemma-7b,halueval,0,What 2017 documentary film imagines a journey by a person also known as Edith Swanneck?
34,32,1,5,7,1,0,1,34.0,0.14705882352941177,0.20588235294117646,0.029411764705882353,gemma-7b,halueval,0,Ho Mann Jahaan is a  2016 coming-of-age drama film with dialogues by a Pakistani actor from where?
48,33,2,4,11,4,1,4,24.0,0.08333333333333333,0.22916666666666666,0.08333333333333333,gemma-7b,halueval,0,Are CCM Magazine and World both Christian based magazines?
14,11,2,0,2,1,0,2,7.0,0.0,0.14285714285714285,0.14285714285714285,gemma-7b,halueval,0,What sport do both Chanda Rubin and Andy Murray play?
40,30,2,1,14,1,1,2,20.0,0.025,0.35,0.05,gemma-7b,halueval,0,"Still Kicking and Casino Jack and the United States of Money, are which genre of films?"
35,21,2,3,5,0,3,5,17.5,0.08571428571428572,0.14285714285714285,0.14285714285714285,gemma-7b,halueval,0,Stomp the Yard: Homecoming is a 2010 drama film whose cast members include a rapper known for his roll as Ricky in what 2011 film?
25,22,2,1,4,2,1,2,12.5,0.04,0.16,0.08,gemma-7b,halueval,0,On which novel is the 1965 film with a character Agent Zeke Kelso based?
15,13,1,1,1,1,0,5,15.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,gemma-7b,halueval,0,"Monsters, Inc. Laugh Floor replaced which 1992 film shown at three Disney parks?"
20,17,1,1,2,0,2,3,20.0,0.05,0.1,0.15,gemma-7b,halueval,0,what Newark NHL team selected a Canadian professional ice hockey player in 2008?
32,30,1,5,8,1,1,2,32.0,0.15625,0.25,0.0625,gemma-7b,halueval,0,"Yoo Seung-ho, is a South Korean actor who rose to fame as a child actor, he headlined the historical film, The Magician, a South Korean period fantasy film, released in which year, directed by Kim Dae-seung?"
19,15,1,1,2,0,0,4,19.0,0.05263157894736842,0.10526315789473684,0.21052631578947367,gemma-7b,halueval,0,What person wrote the song that inspired Marvel Comics' character Rocket Raccoon?
20,17,1,0,0,0,0,4,20.0,0.0,0.0,0.2,gemma-7b,halueval,0,Are The House of Love and Republica from the same country?
29,22,1,1,4,2,0,3,29.0,0.034482758620689655,0.13793103448275862,0.10344827586206896,gemma-7b,halueval,0,"The actor who played Ann Perkins on NBC's ""Parks and Recreation"", was the executive producer of which romantic comedy television series ?"
21,19,1,4,3,0,1,2,21.0,0.19047619047619047,0.14285714285714285,0.09523809523809523,gemma-7b,halueval,0,"While Anatole Litvak and Kinji Fukasaku are both directors, were they both responsible for their own screenplays as well?"
27,21,1,1,6,0,1,3,27.0,0.037037037037037035,0.2222222222222222,0.1111111111111111,gemma-7b,halueval,0,The term phrase structure grammar was originally introduced by a linguist that is a laureate professor at what university?
33,28,2,4,6,2,1,2,16.5,0.12121212121212122,0.18181818181818182,0.06060606060606061,gemma-7b,halueval,0,"In what year did an English stand-up comedian whose style focuses on rambling, whimsical monologue, and self-referential pantomime produce the show Cows?"
12,10,1,0,2,2,0,1,12.0,0.0,0.16666666666666666,0.08333333333333333,gemma-7b,halueval,0,What is Bern Minster's branch of Protestantism called?
81,61,3,2,5,2,0,9,27.0,0.024691358024691357,0.06172839506172839,0.1111111111111111,gemma-7b,halueval,0,Are Guadarrama National Park and Teide National Park both in the Spanish mainland?
36,31,2,1,4,2,1,5,18.0,0.027777777777777776,0.1111111111111111,0.1388888888888889,gemma-7b,halueval,0,"The Vernita Bridge is a bridge in the Hanford Reach National Monument near which mostly decommissioned nuclear production complex , on Washington State Route 24 over the Columbia River?"
20,12,1,2,0,0,0,3,20.0,0.1,0.0,0.15,gemma-7b,halueval,0,"Who restored then1824 constitution and was called ""the man of Destiny""?"
36,27,2,1,6,4,1,4,18.0,0.027777777777777776,0.16666666666666666,0.1111111111111111,gemma-7b,halueval,0,"What  is a low-cost airline headquartered at Gurgaon, that is the largest airline in India, the third largest domestic airline being the flag carrier airline of India ?"
36,34,1,5,9,1,0,1,36.0,0.1388888888888889,0.25,0.027777777777777776,gemma-7b,halueval,0,At which University does the father of the lead singer of The Joggers work ?
35,33,1,7,6,1,1,2,35.0,0.2,0.17142857142857143,0.05714285714285714,gemma-7b,halueval,0,"What television series written by Dan Guterman and directed by Dominic Polcino premiered on July 26th, 2015?"
16,12,1,0,2,0,0,5,16.0,0.0,0.125,0.3125,gemma-7b,halueval,0,Interstate 20 travels through what Rockdale County city in Georgia?
15,14,1,1,4,0,1,2,15.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,gemma-7b,halueval,0,Shelley Duncan play baseball for what team that's home venue is Tropicana Field?
19,13,1,1,0,1,0,2,19.0,0.05263157894736842,0.0,0.10526315789473684,gemma-7b,halueval,0,Where was the theater where   A New Day was performed located? 
36,24,2,4,4,1,1,3,18.0,0.1111111111111111,0.1111111111111111,0.08333333333333333,gemma-7b,halueval,0,The band US5 originated on which reality show and then debuted on Lou Pearlman's Transcontinental label?
43,28,2,5,3,1,0,4,21.5,0.11627906976744186,0.06976744186046512,0.09302325581395349,gemma-7b,halueval,0,"Do the films ""Return to Oz"" and ""Cars 3"" have the same director?"
14,13,1,1,1,0,0,3,14.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,gemma-7b,halueval,0,"Renée Montagne succeeded which American broadcast journalist, a Peabody Award-winning member of the National Radio Hall of Fame?"
36,33,1,9,4,1,0,2,36.0,0.25,0.1111111111111111,0.05555555555555555,gemma-7b,halueval,0,"The South Korean actress and model whose real name is Kim Soo-hyun, starred in an MBC show in 2016 that replaced which show?"
28,22,2,2,4,1,0,1,14.0,0.07142857142857142,0.14285714285714285,0.03571428571428571,gemma-7b,halueval,0,"Who created the character in ""The Closer"" in which the actor also played in the movie ""Mannequin""?"
20,16,1,2,2,1,0,3,20.0,0.1,0.1,0.15,gemma-7b,halueval,0,I Am Missing You was a song that included a contribution by the session drummer of what nationality?
26,24,1,5,5,2,0,0,26.0,0.19230769230769232,0.19230769230769232,0.0,gemma-7b,halueval,0,Who is an English footballer who plays as a midfielder for the club originally known as Kirkham & Wesham?
32,19,3,2,0,1,0,6,10.666666666666666,0.0625,0.0,0.1875,gemma-7b,halueval,0,"Who is older, Colin Hay or David Draiman?"
17,13,1,1,3,0,0,4,17.0,0.058823529411764705,0.17647058823529413,0.23529411764705882,gemma-7b,halueval,0,The character Ben Whishaw played is the head of what kind of division of the British Secret Service?
24,19,1,2,0,0,0,5,24.0,0.08333333333333333,0.0,0.20833333333333334,gemma-7b,halueval,0,"The Acolytes Protection Agency consisted of what wrestler born November 29, 1966"
39,31,2,3,3,2,1,5,19.5,0.07692307692307693,0.07692307692307693,0.1282051282051282,gemma-7b,halueval,0,"James Clark McReynolds (February 3, 1862 – August 24, 1946) was an American lawyer and judge who served as United States Attorney General under President Woodrow Wilson and as an Associate Justice of the United States Supreme Court, he served on the Court, during the presidency of which 30th President of the United States (1923–29)?"
34,28,2,4,6,4,0,3,17.0,0.11764705882352941,0.17647058823529413,0.08823529411764706,gemma-7b,halueval,0,What form of theater do Sean Pol McGreevy and Mack and Mabel have in common?
34,31,1,5,7,2,0,2,34.0,0.14705882352941177,0.20588235294117646,0.058823529411764705,gemma-7b,halueval,0,Where was the location of the first settlement in this province in which Phillip Calvert was a Governor?
25,23,2,1,2,2,1,2,12.5,0.04,0.08,0.08,gemma-7b,halueval,0,"Leigh Silverman was nominated for the 2014 Tony Award, Best Direction for a musical based on which short story ?"
38,30,2,1,6,1,0,4,19.0,0.02631578947368421,0.15789473684210525,0.10526315789473684,gemma-7b,halueval,0,Which city in New South Wales has both a newspaper called The Democrat and is responsible for the government of the local area?
26,19,2,0,5,1,0,3,13.0,0.0,0.19230769230769232,0.11538461538461539,gemma-7b,halueval,0,"Cole Younger was a character on Bronco, which was featured on what network from 1958 to 1962?"
19,15,2,0,4,0,0,4,9.5,0.0,0.21052631578947367,0.21052631578947367,gemma-7b,halueval,0,Buck Wolf is a former fashion editor from what weekly celebrity magazine?
103,80,5,6,26,10,4,1,20.6,0.05825242718446602,0.2524271844660194,0.009708737864077669,gemma-7b,halueval,0,What is the lead a character in a play whose cast includes an American actress known primarily for her work in theatre?
60,44,1,4,7,5,0,10,60.0,0.06666666666666667,0.11666666666666667,0.16666666666666666,gemma-7b,halueval,0,what mutiny in India was thwarted by MI5(b) during World War I?
37,32,1,5,5,1,1,4,37.0,0.13513513513513514,0.13513513513513514,0.10810810810810811,gemma-7b,halueval,0,"The 1950 BRDC International Trophy included what entrant from Bourne, Lincolnshire, England?"
15,14,1,0,3,1,0,3,15.0,0.0,0.2,0.2,gemma-7b,halueval,0,What is a common ingredient for both a Mimosa cocktail and a Bronx cocktail?
18,11,1,0,5,1,0,2,18.0,0.0,0.2777777777777778,0.1111111111111111,gemma-7b,halueval,0,"Who was a Canadian film producer, director, actor and screenwriter, Randal Kirk II or Sidney Olcott?"
25,17,1,1,2,2,0,3,25.0,0.04,0.08,0.12,gemma-7b,halueval,0,"What is the name of the South Korean model and actor, who starred in Who Are You: School 2015?"
32,29,1,5,7,2,1,1,32.0,0.15625,0.21875,0.03125,gemma-7b,halueval,0,Plastic is a British-American action comedy-crime film starring an English actress best known for playing the role of Hannah Ashworth in what long-running soap opera?
22,15,2,1,4,0,0,4,11.0,0.045454545454545456,0.18181818181818182,0.18181818181818182,gemma-7b,halueval,0,IN what city were stations WAAM-TV and WJZ-TV located?
21,16,1,1,3,0,0,1,21.0,0.047619047619047616,0.14285714285714285,0.047619047619047616,gemma-7b,halueval,0,"When was the album that ""Charger"" was on released?"
31,28,1,5,6,2,0,1,31.0,0.16129032258064516,0.1935483870967742,0.03225806451612903,gemma-7b,halueval,0, Sheila Mullen is a Scottish painter whose works are in the permanents collection of the senior patrilineal descendant of who?
23,21,2,1,3,3,1,1,11.5,0.043478260869565216,0.13043478260869565,0.043478260869565216,gemma-7b,halueval,0,The Developing Communities Project's first executive director was which former President?
29,27,1,5,6,1,1,1,29.0,0.1724137931034483,0.20689655172413793,0.034482758620689655,gemma-7b,halueval,0,Ken Lee is a businessman who co-founded a retailing company that is specialized in which products ?
19,16,2,1,4,0,0,1,9.5,0.05263157894736842,0.21052631578947367,0.05263157894736842,gemma-7b,halueval,0,What 2001 novel by Britney Spears is dedicated to an American author and mother of film and television producer Bryan Spears and country singer Jamie Lynn Spears?
182,122,5,8,23,15,5,21,36.4,0.04395604395604396,0.12637362637362637,0.11538461538461539,gemma-7b,halueval,0,"what was the names of the people who were largely influenced by its past and present neighbours: Italy, Poland, Germany, Hungary, and Bohemia called from 1867 to 1918?"
57,32,4,4,3,1,3,8,14.25,0.07017543859649122,0.05263157894736842,0.14035087719298245,gemma-7b,halueval,0,Are Working for a Nuclear Free City and The Innocence Mission both based in the United States?
38,30,3,2,3,0,0,8,12.666666666666666,0.05263157894736842,0.07894736842105263,0.21052631578947367,gemma-7b,halueval,0,Stagger Lee was developed in collaboration with the school of arts at what university founded in 1911?
17,15,2,1,2,1,0,1,8.5,0.058823529411764705,0.11764705882352941,0.058823529411764705,gemma-7b,halueval,0,Arthur Noss won a Military Cross as the gunner of a soldier born in which year ?
20,18,2,1,3,2,0,2,10.0,0.05,0.15,0.1,gemma-7b,halueval,0,Luke Day was known for his leadership role in an armed uprising in Massachusetts that ended in what year?
84,46,4,5,13,2,1,6,21.0,0.05952380952380952,0.15476190476190477,0.07142857142857142,gemma-7b,halueval,0,"Kompania Piwowarska is a Polish brewing group based in Poznań, established in 1999, it currently has three breweries total, Tyskie Browary Książęce in Tychy, which Polish brand of beer, its name comes from the brewery located in the Upper Silesia town of Tychy?"
39,37,1,6,8,2,0,2,39.0,0.15384615384615385,0.20512820512820512,0.05128205128205128,gemma-7b,halueval,0,"Van Gogh is a 1991 French film written and directed by Maurice Pialat, the film follows the last 67 days of Van Gogh's life and explores his relationships with his brother Theo, and his physician, most famous as the subject of which of Van Gogh's paintings, it's one of the most revered paintings by the Dutch artist, it depicts which person, who took care of Van Gogh during the final months of his life?"
22,17,2,0,2,1,0,2,11.0,0.0,0.09090909090909091,0.09090909090909091,gemma-7b,halueval,0,"What sport are both the 2015 City of Onkaparinga ATP Challenger and Happy Valley, South Australia known for?"
20,14,1,2,4,3,1,3,20.0,0.1,0.2,0.15,gemma-7b,halueval,0,What nationality is the quick read that is called scones when cut in wedges?
19,13,1,1,1,0,0,3,19.0,0.05263157894736842,0.05263157894736842,0.15789473684210525,gemma-7b,halueval,0,"What actor starred in both ""The Wire"" and ""Chronicle""?"
15,14,1,1,3,0,0,1,15.0,0.06666666666666667,0.2,0.06666666666666667,gemma-7b,halueval,0,Southwest Art and The American Interest are both what?
13,12,1,1,2,1,1,3,13.0,0.07692307692307693,0.15384615384615385,0.23076923076923078,gemma-7b,halueval,0,In which American football game was Malcolm Smith named Most Valuable player?
20,17,2,0,3,1,0,2,10.0,0.0,0.15,0.1,gemma-7b,halueval,0,Are Rays from the Rose Cross and The Freeman both magazines?
